,name,region,group,inosinate,guanylate,adenylic,glutamate,aspartate,threonine,serine,asparagine,glutamine,proline,glycine,alanine,valine,cysteine,methionine,isoleucine,leucine,tyrosine,phenylalanine,tryptophan,lysine,histidine,arginine,source,judgment
325,Japanese littleneck　Clams,Japan,Fishes and Shellfishes,0.0,,,30.3,17.1,4.1,6.1,,,2.1,28.6,14.3,3.1,0.0,3.0,2.1,4.1,,3.0,3.0,6.0,2.1,21.2,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
326,Japanese radish,Japan,Vegetables,,,,4.7,4.8,4.2,5.6,3.6,44.0,1.7,1.3,8.5,7.2,0.0,30.12,4.9,1.1,1.3,0.5,0.0,0.6,1.3,8.4,Hinako Ito and Hiroshi Ueno,bad
327,"Japanese radish, dried",Japan,Vegetables,,2.5,,201.9,116.9,1.2,54.4,57.1,438.5,41.6,28.7,136.7,79.8,,27.2,42.9,18.0,17.2,13.6,0.0,9.5,6.6,62.6,"M. Higashiguchi et al.（2005）J. for the Integrated Study of Dietary Habits, 15, 4, 253ー260",unexceptional
328,Japanese radish/Daikon,Japan,Vegetables,,,,66.5,12.5,7.5,5.7,16.1,225.0,2.9,1.6,18.0,10.4,0.0,0.7,2.9,0.4,0.3,0.8,0.0,0.4,2.9,16.4,"T. Kiuchi et al. (1984) Hiroshima Women's University domestic science department bulletin, 20, 65-77",unexceptional
329,Japanese sardine,Japan Ehime,Fishes and Shellfishes,,,,7.1,2.0,3.1,4.0,,,3.0,7.0,16.1,5.1,30.12,1.0,2.1,5.1,4.0,4.0,,18.1,273.0,5.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",bad
330,Japanese spiny prawn,Japan　Shizuoka,Fishes and Shellfishes,1.4,,,7.4,,1.2,45.2,,,,79.6,24.1,10.5,14.4,3.0,5.3,3.9,47.1,47.9,,30.7,162.9,71.4,"T. Mitsuhashi et al (2013)Rep. Res. Inst. Sci for Liv.,Nihon Univ. 36,1-13",bad
331,Jardi juice Made by traditional method at a local fisherman's home,Sri Lanka,Seasonings and Spices,,,,224.0,95.0,107.0,73.0,,,44.0,60.0,140.0,113.0,,74.0,80.0,167.0,75.0,104.0,,171.0,140.0,70.0,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",unexceptional
332,Jardi juice Purchased in a market,Sri Lanka,Seasonings and Spices,,,,1.8,19.3,28.2,18.1,,,,50.0,24.5,6.4,,63.0,6.3,8.5,11.2,25.3,,1.6,184.0,,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",bad
333,Java water dropwort,Japan,Vegetables,,,,10.8,5.6,2.2,2.8,3.8,5.2,0.0,0.0,2.8,3.8,,,2.7,1.6,1.8,3.1,,2.2,0.0,0.0,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
334,"Jinhua ham, China",China,Meats,,,,360.0,150.0,130.0,140.0,10.0,,140.0,100.0,260.0,190.0,,80.0,150.0,270.0,80.0,140.0,29.1,350.0,80.0,70.0,,acceptable
335,"Jinhua ham, Hong Kong",Hong Kong,Meats,0.0,0.0,,77.09,5.46,32.06,41.66,8.19,2.69,45.59,26.76,100.49,47.7,0.0,21.85,39.29,59.59,27.59,30.59,5.6,90.82,18.23,53.0,Umami Information Center,unexceptional
336,kale,Japan,Vegetables,,,,55.0,9.2,9.1,3.2,28.0,102.0,206.0,1.1,24.1,2.2,0.0,30.12,20.1,16.1,8.1,17.1,11.0,12.1,10.1,34.0,Umami Information Center,unexceptional
337,"Kimuchi, Chinese cabbage, commercial product",Korea Jeju,Vegetables,,,,240.1,17.8,25.2,9.8,,,50.6,5.9,29.6,10.8,0.0,1.8,8.1,12.7,4.2,9.1,,9.9,5.5,11.1,"K. Kaneko et al. (1991) J. of Cookery Science of Japan , 24, 1, 16-27",unexceptional
338,"Kimuchi, scallion, commercial product",Korea Jeju,Vegetables,,,,132.2,7.1,33.3,20.2,,,83.1,9.7,46.2,25.6,30.12,2.6,21.4,42.1,20.7,36.2,,15.4,3.3,14.2,"K. Kaneko et al. (1991) J. of Cookery Science of Japan , 24, 1, 16-27",unexceptional
339,"Kimuchi, turnip, handmade",Korea Jeju,Vegetables,,,,89.5,8.5,3.52,14.8,,,37.9,9.5,43.6,27.3,7.1,3.8,17.9,18.8,4.6,12.2,,20.3,5.8,28.1,"K. Kaneko et al. (1991) J. of Cookery Science of Japan , 24, 1, 16-27",unexceptional
340,King crab Leg meat female,Japan,Fishes and Shellfishes,,,,80.0,8.0,47.0,66.0,136.0,,370.0,700.0,187.0,62.0,,52.0,65.0,105.0,49.0,53.0,15.0,63.0,20.0,527.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
341,King crab leg meat male,Japan,Fishes and Shellfishes,,,,75.0,7.0,31.0,46.0,143.0,,319.0,741.0,176.0,56.0,,43.0,48.0,72.0,50.0,42.0,14.0,45.0,0.0,10.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
342,King crab Ovary,Japan,Fishes and Shellfishes,,,,75.0,7.0,13.0,20.0,49.0,,32.0,293.0,74.0,16.0,,8.0,14.0,25.0,23.0,20.0,14.0,27.0,15.0,170.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
343,King trumpet mushroom,Japan,Mushrooms,0.0,10.0,,19.5,,,,,,,,,,,,,,,,,,,,,unexceptional
344,Kintoki carrot,,Vegetables,,,,2.3,9.3,4.7,10.0,26.0,78.0,4.2,0.9,14.1,6.4,0.0,0.9,3.1,3.1,2.2,3.9,0.7,0.7,2.1,16.1,Hinako Ito and Hiroshi Ueno,bad
345,Kinusaya,,Vegetables,,,,1.0,4.4,8.5,29.0,80.0,28.0,4.6,0.8,7.1,9.7,0.0,0.0,4.5,1.6,0.2,3.6,1.2,1.2,2.1,5.2,Hinako Ito and Hiroshi Ueno,bad
346,Kisslip cattlefish,Japan Ehime,Fishes and Shellfishes,,,,29.0,9.0,18.0,21.0,,,52.0,15.0,43.0,19.0,16.0,13.0,13.0,25.0,8.0,8.0,,14.0,8.0,201.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",unexceptional
347,Kiwifruit,Japan,Fruits,,,,4.72,4.72,1.62,0.59,,,0.1,0.3,1.15,0.89,0.84,0.77,1.18,1.26,0.82,3.27,,0.62,0.18,19.56,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",bad
348,Komatsuna,,Vegetables,,,,13.0,15.0,14.0,20.0,14.0,47.0,21.0,0.4,4.4,12.0,0.0,0.0,7.0,5.9,8.8,6.8,7.1,6.1,11.0,52.0,Hinako Ito and Hiroshi Ueno,unexceptional
349,"Kombu, makombu, 1st grade",Japan,Algae,,,,1608.0,823.3,3.33,10.67,,,49.0,4.0,52.0,6.67,,2.0,4.33,4.0,5.0,3.0,,4.33,0.33,4.67,"Keiko Hatae,(1994) Nippon　Shokuhin Kogyo Gakkaishi, 41, 755-762",very good
350,"Kombu, Makombu, 1st grade, harvest of 2002",Japan,Algae,,,,3049.0,1444.0,19.0,23.0,,,156.0,7.0,100.0,25.0,,13.0,13.0,8.0,18.0,33.0,,17.0,,0.0,"M. Saitou et al.(2005) Kagawa Nutrition University bulletin 36,71－74",amazing
351,"Kombu, Mitsuishi, 1st grade, harvest of 2002",Japan,Algae,,,,1257.0,351.0,3.0,9.0,,,44.0,3.0,77.0,18.0,,0.0,0.0,2.0,4.0,5.0,,3.0,,5.0,"M. Saitou et al.(2005) Kagawa Nutrition University bulletin 36,71－74",very good
352,"Kombu, Naga kombu, 1st grade, product of 2002 or harvested in 2002",Japan,Algae,,,,1399.0,338.0,4.0,10.0,,,44.0,4.0,86.0,16.0,,0.0,0.0,2.0,7.0,4.0,,6.0,,4.0,"M. Saitou et al.(2005) Kagawa Nutrition University bulletin 36,71－74",very good
353,"Kombu, Rausu, 2nd grade, harvest of 2002",Japan,Algae,,,,1909.4,1905.12,16.1,27.1,,,166.0,7.1,158.0,3.2,,9.1,11.0,10.0,5.1,19.1,,4.0,,30.12,"M. Saitou et al.(2005) Kagawa Nutrition University bulletin 36,71－74",very good
354,"Kombu, Rishiri, 1st grade",Japan,Pulses,,2.1,,1904.1,1471.1,9.2,23.6,21.3,7.3,86.8,6.2,93.9,9.5,,2.2,2.0,2.0,6.8,4.1,0.0,8.0,1.2,2.2,"M. Higashiguchi et al.（2005）J. for the Integrated Study of Dietary Habits, 15, 4, 253ー260",very good
355,"Kombu, Rishiri, 1st grade, harvest of 2002",Japan,Algae,,,,1904.02,468.0,26.0,18.1,,,116.0,8.0,187.0,28.0,,8.1,9.0,4.0,7.0,3.01,,19.0,,6.0,"M. Saitou et al.(2005) Kagawa Nutrition University bulletin 36,71－74",very good
356,"Kombu, Rishiri, 3rd grade, harvest of 1993",Japan Hokkaido,Algae,,0.75,,1440.05,868.49,9.15,11.8,,127.67,64.84,5.34,67.88,3.89,0.0,1.5,2.24,2.71,7.75,14.01,0.0,8.37,1.88,1.43,"T. Kimura et al. (1996) J. of Home Economics of Japan 47, 5, 453－460",very good
357,Kuruma prawn,Japan,Fishes and Shellfishes,,,,115.0,3.0,10.0,24.1,18.1,,456.0,816.0,66.0,19.1,,10.1,7.1,15.1,14.1,5.0,,15.0,15.0,629.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
358,"Kuruma prawn, frozen",Japan,Fishes and Shellfishes,,,,36.8,16.0,0.0,10.7,23.8,191.9,,1754.0,103.8,11.1,,2.8,5.2,11.6,14.5,15.0,5.7,27.0,51.1,992.0,"T. Okutsu et al.(2010) Marine technology 3, 1, 37-41",unexceptional
359,"Kuruma prawn, frozen",Taiwan,Fishes and Shellfishes,,,,30.0,4.0,56.0,82.0,61.0,184.0,533.0,390.0,118.0,63.0,2.0,48.0,41.0,78.0,32.0,40.0,0.0,105.0,25.0,668.0,"K. Takada et al. (1988) Nippon Suisan Gakkaishi 54, 12, 2173-2179",unexceptional
360,Lamb chop,New Zealand,Meats,0.0,,,15.2,19.0,27.0,31.1,15.0,2.3,18.1,4.2,13.3,1.2,0.0,18.0,23.0,40.0,18.0,21.1,6.0,12.2,15.0,29.1,Umami Information Center,unexceptional
361,Lemon,Japan,Fruits,,,,9.3,46.1,,20.6,43.7,3.3,15.4,1.1,10.9,1.5,,,,,1.1,2.5,,1.4,,5.1,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",bad
362,Lemonbalm,,Vegetables,,,,9.1,3.0,4.9,5.7,21.0,102.0,,0.4,2.5,5.7,0.0,0.0,4.2,2.7,2.7,3.3,1.2,0.8,0.3,2.8,Hinako Ito and Hiroshi Ueno,bad
363,Lentil,Egypt,Pulses,,,,158.0,73.0,0.0,0.0,153.0,0.0,8.0,7.0,19.0,11.0,0.0,1.0,2.0,2.0,3.0,4.0,2.0,5.0,13.0,84.0,,unexceptional
364,Lettuce center,Japan,Vegetables,,,,10.0,3.0,7.0,10.0,66.0,282.0,,,5.0,5.0,,,7.0,7.0,,4.0,,,3.0,5.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",
365,Lettuce outer leaves,Japan,Vegetables,,,,7.0,2.0,3.0,2.0,51.0,73.0,,,2.0,0.0,,,2.0,1.0,,1.0,,0.0,0.0,1.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",bad
366,Lettuce whole,Japan,Vegetables,,,,14.2,6.1,4.1,14.1,73.0,3.6,5.0,0.0,6.1,5.1,0.0,0.0,4.1,4.1,1.1,1.1,0.0,2.1,5.0,15.1,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
367,"Lettuce, butterhead",Japan,Vegetables,,,,30.5,24.4,6.1,8.5,34.5,21.2,,0.4,12.7,7.6,,,5.5,6.7,1.4,7.3,,2.2,,7.7,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
368,Lily bulb,,Vegetables,,,,6.5,7.5,1.2,1.8,6.1,41.0,,22.0,1.8,1.1,0.0,0.8,0.6,1.0,0.9,1.1,0.8,1.7,2.0,154.0,Hinako Ito and Hiroshi Ueno,bad
369,Little pumpkin,,Vegetables,,,,1.3,25.1,5.1,8.6,13.0,18.3,,0.5,3.6,2.8,0.0,2.1,2.8,6.0,5.1,2.9,0.0,0.7,14.0,20.0,Hinako Ito and Hiroshi Ueno,bad
370,Loquat,Japan,Fruits,,,,13.9,9.3,0.0,1.3,32.4,9.1,,,3.7,1.2,,,,,,,,,,,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
371,Lotus root,Japan,Vegetables,,,,12.4,2.2,13.0,23.0,1079.0,0.0,12.0,1.1,15.0,25.0,0.0,16.0,13.0,7.0,15.0,4.1,3.1,12.1,17.0,206.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
372,Lotusroot,,Vegetables,,,,5.4,8.9,19.0,21.0,211.0,257.0,,3.2,44.0,25.0,0.0,11.0,15.0,11.0,34.0,8.2,9.6,8.8,16.0,157.0,Hinako Ito and Hiroshi Ueno,bad
373,Macambo,Peru,Fruits,,,,222.0,39.0,24.0,20.0,11.0,15.0,12.0,9.0,163.0,20.0,0.0,3.0,9.0,11.0,5.0,7.0,3.0,15.0,7.0,7.0,,unexceptional
374,Macambo Pulp,Peru,Fruits,,,,99.0,89.0,22.0,29.0,11.0,0.0,9.0,9.0,183.0,17.0,0.0,4.0,4.0,9.0,4.0,6.0,2.0,10.0,9.0,3.0,,unexceptional
375,Macambo Seeds,Peru,Fruits,,,,107.0,70.0,7.0,12.0,9.0,7.0,5.0,4.0,66.0,15.0,0.0,3.0,6.0,8.0,21.0,9.0,8.0,14.0,12.0,24.0,,unexceptional
376,Mackerel,Japan,Fishes and Shellfishes,282.0,,,18.0,0.0,11.0,6.0,,,26.0,7.0,26.0,16.0,,2.0,7.0,14.0,7.0,4.0,,93.0,676.0,11.0,"S. Kounosu et al（1974）Bulletin of Japanese Society of Scientific Fisheries, 40, 9, 909-915",unexceptional
377,Mafugu/ puffer,Japan,Fishes and Shellfishes,179.0,,,4.0,1.0,10.0,4.0,,,13.0,20.0,22.0,2.0,,0.0,2.0,3.0,2.0,1.0,,128.0,1.0,20.0,"S. Kounosu et al（1974）Bulletin of Japanese Society of Scientific Fisheries, 40, 9, 909-915",bad
378,Makombu,Japan,Algae,,,,2980.0,760.0,10.0,20.0,,0.0,70.0,0.0,180.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,amazing
379,makonbu kelp,Japan,Algae,,,,1608.0,823.3,3.33,10.67,,,49.0,4.0,52.0,6.67,,2.0,4.33,4.0,5.0,3.0,,4.33,0.33,4.67,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",very good
380,Maldive fish,Sri Lanka,Seasonings and Spices,,,,17.2,29.1,28.1,14.1,,,17.1,19.0,12.4,5.2,0.0,19.0,19.1,55.0,5.2,6.2,4.0,25.3,1240.0,9.2,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",unexceptional
381,Malt vinegar,Japan,Seasonings and Spices,,,,2.1,1.2,2.2,2.8,,,11.8,3.0,7.9,3.5,,0.8,2.3,3.1,1.2,1.9,,1.7,0.4,1.3,"Y. Tamura et al (2004) J. Brew.Soc. Japan 99, 3, 202－207",bad
382,Manganji Amato,,Vegetables,,,,1.6,3.0,5.3,8.9,43.0,111.0,,0.6,1.5,3.0,0.0,0.0,2.0,1.4,2.8,2.9,0.9,1.2,16.0,7.3,Hinako Ito and Hiroshi Ueno,bad
383,"Meichi, fermented bamboo shoot",Myanmar,Seasonings and Spices,,,,77.0,0.0,30.12,0.0,,,17.0,23.0,103.0,31.1,46.0,10.0,20.1,9.2,30.12,25.1,,30.12,30.12,3.1,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",unexceptional
384,Mint,,Vegetables,,,,19.0,13.0,5.2,12.0,30.0,20.0,,0.0,7.0,3.6,0.0,0.0,3.3,2.5,1.7,9.6,0.0,3.6,2.4,1.7,Hinako Ito and Hiroshi Ueno,unexceptional
385,Mirin,Japan,Seasonings and Spices,,,,33.0,32.0,12.0,24.0,,,14.0,16.0,25.0,21.0,0.0,5.0,14.0,31.0,22.0,19.0,1.0,7.0,3.0,25.0,,unexceptional
386,"Mirin, Japanese sweet rice wine",Japan,Seasonings and Spices,,,,36.0,20.0,10.0,15.0,,,11.0,11.0,19.0,15.0,0.0,6.0,10.0,22.0,13.0,12.0,0.0,9.0,4.0,16.0,A. Kobayasi et al.(1991)  Brew thing  Encyclopedia of the seasoning and spice p．313,unexceptional
387,"Miso, soybean paste, Echigo red miso made from soybean and rice",Japan Niigata,Seasonings and Spices,,,,350.0,250.0,100.0,160.0,0.0,0.0,140.0,80.0,170.0,150.0,0.0,40.0,150.0,290.0,140.0,170.0,0.0,210.0,30.0,290.0,Umami Information Center,acceptable
388,"Miso, soybean paste, Echigo white miso made from soybean and rice",Japan Niigata,Seasonings and Spices,,,,290.0,170.0,90.0,130.0,0.0,110.0,110.0,60.0,130.0,120.0,0.0,40.0,110.0,240.0,110.0,150.0,20.0,230.0,40.0,310.0,Umami Information Center,unexceptional
389,"Miso, soybean paste, Haccho miso",Japan,Seasonings and Spices,,,,990.0,460.0,260.0,570.0,,,640.0,470.0,,500.0,,180.0,730.0,590.0,270.0,330.0,25.0,450.0,90.0,50.0,"K. Ishii (1966) J. OF THE BREWING SOCIETY OF JAPAN ,61 ,4 , 314-317",good
390,"Miso, soybean paste, kome miso",Japan,Seasonings and Spices,,,,340.0,190.0,70.0,120.0,0.0,10.0,120.0,80.0,140.0,120.0,3.0,30.0,120.0,210.0,140.0,170.0,,170.0,40.0,210.0,"K. Ooki et al. (2000) Kyoto Prefectural University report of art and science  Human environment science and agriculture , 52, 1-6",acceptable
391,"Miso, soybean paste, kome miso",Japan Nagano,Seasonings and Spices,,,,241.0,121.0,55.0,86.0,0.0,102.0,24.0,39.0,97.0,45.0,0.0,30.0,92.0,167.0,98.0,96.0,0.0,148.0,28.0,197.0,M. Mori (2011) Doctoral dissertation of Iwate University,unexceptional
392,"Miso, soybean paste, mame miso",Japan Ehime,Seasonings and Spices,,,,371.0,141.0,122.0,160.0,0.0,0.0,5.0,83.0,192.0,170.0,0.0,27.0,172.0,300.0,112.0,152.0,0.0,158.0,51.0,185.0,M. Mori (2011) Doctoral dissertation of Iwate University,acceptable
393,"Miso, soybean paste, moromi",Japan,Seasonings and Spices,,,,31.0,327.0,,87.0,,,,,146.0,88.0,,,78.0,134.0,,72.0,,80.0,,76.0,"T. Sumino (2014) J. of Cookery Science of Japan 47, 3, 183-186",unexceptional
394,"Miso, soybean paste, mugi miso",Japane Nagasaki,Seasonings and Spices,,,,29.0,149.0,57.0,103.0,0.0,0.0,15.0,56.0,105.0,97.0,0.0,22.0,118.0,161.0,92.0,91.0,0.0,137.0,20.0,206.0,M. Mori (2011) Doctoral dissertation of Iwate University,unexceptional
395,"Miso/soybean paste, Echigo kome miso",Japan Nagano,Seasonings and Spices,,,,380.0,290.0,110.0,170.0,,0.0,180.0,90.0,190.0,170.0,0.0,40.0,170.0,320.0,160.0,200.0,0.0,230.0,40.0,280.0,Umami Information Center,acceptable
396,"Miso/soybean paste, Kumamoto mugi miso",Japan Kumamoto,Seasonings and Spices,,,,670.0,280.0,140.0,210.0,,0.0,220.0,110.0,210.0,190.0,0.0,50.0,180.0,350.0,120.0,220.0,30.0,300.0,10.0,250.0,Umami Information Center,good
397,"Miso/soybean paste, Kyoto shiromiso",Japan Kyoto,Seasonings and Spices,,,,220.0,200.0,90.0,140.0,,200.0,70.0,70.0,130.0,110.0,0.0,40.0,100.0,200.0,110.0,140.0,30.0,180.0,50.0,250.0,Umami Information Center,unexceptional
398,"Miso/soybean paste, sendai miso",Japan Miyagi,Seasonings and Spices,,,,280.0,180.0,63.0,109.0,,0.0,144.0,58.0,126.0,100.0,0.0,24.0,89.0,188.0,99.0,109.0,3.0,168.0,22.0,192.0,Umami Information Center,unexceptional
399,"Miso/soybean paste, Shinshu akamiso",Japan Nagano,Seasonings and Spices,,,,320.0,310.0,80.0,130.0,,0.0,210.0,70.0,180.0,130.0,0.0,20.0,120.0,210.0,130.0,120.0,0.0,140.0,20.0,110.0,Umami Information Center,acceptable
400,"Miso/soybean paste, Tokai mame miso",Japan Aichi,Seasonings and Spices,,,,6.1,20.11,14.1,3.6,,30.12,480.0,240.0,25.3,24.5,0.0,9.5,3.6,20.3,13.2,14.4,10.0,3.6,8.6,24.5,Umami Information Center,bad
401,Mitsuba stem and leaves,Japan,Vegetables,,,,30.6,11.4,2.1,7.8,40.7,7.5,0.0,0.3,3.4,6.6,0.0,1.8,3.9,2.9,2.5,6.6,2.0,3.5,3.1,3.1,"T. Kiuchi et al. (1984) Hiroshima Women's University domestic science department bulletin, 20, 65-77",unexceptional
402,"Morel mushroom, dried",France,Mushrooms,0.0,40.0,,311.0,28.0,27.2,8.4,,,26.0,20.0,181.0,28.1,0.0,1.1,10.1,9.1,37.0,10.0,4.0,9.4,14.2,26.9,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",acceptable
403,Mugwort,,Vegetables,,,,26.1,18.1,3.8,9.4,24.0,18.0,,0.9,7.0,3.7,0.0,1.1,3.7,2.6,0.0,6.1,30.12,2.4,2.1,3.2,Hinako Ito and Hiroshi Ueno,unexceptional
404,Mustard green,,Vegetables,,,,3.9,3.7,7.0,5.3,14.1,2.5,,0.6,3.0,7.5,0.0,0.5,3.3,1.0,2.0,9.9,5.2,1.4,2.6,19.1,Hinako Ito and Hiroshi Ueno,bad
405,Myoga,,Vegetables,,,,0.2,0.4,0.6,31.12,2.6,4.2,,0.2,31.12,0.3,0.0,0.0,0.3,0.2,0.3,0.3,0.0,0.0,0.5,1.5,Hinako Ito and Hiroshi Ueno,bad
406,"Myoga, Japanese wild ginger",Japan,Vegetables,,,,11.8,13.5,4.8,12.8,20.1,18.3,8.8,5.6,5.5,7.8,,,4.4,4.7,1.8,5.1,,0.6,0.3,2.4,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
407,Nagaimo,,Potatoes and Starches,,,,3.3,7.0,6.8,48.0,5.1,272.0,,6.3,14.1,1.6,0.0,30.12,0.9,0.4,0.0,0.7,30.12,1.6,2.2,54.0,Hinako Ito and Hiroshi Ueno,bad
408,Nalta jute,,Vegetables,,,,3.9,22.0,9.4,12.0,85.0,63.0,,1.4,8.7,8.1,0.0,3.4,3.4,2.8,1.0,8.9,6.7,3.9,6.4,35.0,Hinako Ito and Hiroshi Ueno,bad
409,Natto,Japan,Pulses,,,,760.0,110.0,150.0,180.0,0.0,30.0,210.0,140.0,180.0,310.0,0.0,120.0,340.0,690.0,400.0,600.0,,200.0,340.0,60.0,,good
410,"Natto, fermented soy beans, Korea",Korea,Pulses,,,,430.47,103.4,90.88,10.34,,10.07,44.0,74.08,258.35,139.35,,58.92,119.77,272.43,10.3,199.99,,192.48,78.69,,,acceptable
411,"Natto, fermented soy beans, Korea",Korea,Seasonings and Spices,,,,310.29,50.19,35.27,35.58,,7.85,12.27,24.03,72.99,44.44,,23.88,45.13,128.6,56.34,71.38,,57.74,33.56,43.97,,acceptable
412,Nori/dried laver,Japan,Algae,17.32,,,629.36,312.5,29.7,29.13,,,20.42,23.61,1547.54,34.3,0.0,2.92,0.28,29.87,15.8,17.85,5.96,20.13,9.12,32.71,Umami Information Center,good
413,Nutritional yeast,USA,Seasonings and Spices,0.0,30.0,,2830.0,560.0,60.0,80.0,0.0,,370.0,30.0,820.0,200.0,0.0,0.0,40.0,30.0,20.0,20.0,0.0,50.0,20.0,60.0,,amazing
414,Ocellated octopus ink,Japan,Fishes and Shellfishes,0.3,,,74.4,42.2,38.0,43.5,,,39.3,31.0,52.1,42.5,14.9,21.5,45.9,76.0,158.4,44.1,,83.9,18.3,105.3,"H. Yamanaka et al (1998) J. of Cookery Science of Japan 31, 3, 206-213",unexceptional
415,Octopus,Japan Ehime,Fishes and Shellfishes,,,,27.0,11.0,7.0,13.0,,,30.0,11.0,23.0,7.0,0.0,14.0,7.0,16.0,6.0,8.0,,16.0,5.0,188.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",unexceptional
416,Octopus ink,Japan,Fishes and Shellfishes,,,,71.8,26.0,28.9,29.5,,,34.2,25.3,63.5,33.3,0.0,15.0,34.2,53.6,42.8,18.3,,58.6,1.4,47.2,"H. Yamanaka et al (1998) J. of Cookery Science of Japan 31, 3, 206-213",unexceptional
417,Okinawa spinach,,Vegetables,,,,2.0,9.7,4.6,5.9,34.0,30.0,,0.0,2.4,3.7,0.0,0.0,2.7,1.9,1.7,5.4,3.8,1.6,3.4,9.4,Hinako Ito and Hiroshi Ueno,bad
418,Okra,Japan,Vegetables,,,,93.2,96.8,12.1,26.4,261.0,121.9,12.3,5.0,35.0,27.1,,,9.2,4.5,8.7,23.0,,4.9,,28.1,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
419,Okra,,Vegetables,,,,1.3,8.9,5.3,8.5,64.0,205.0,,1.3,6.2,5.9,0.0,0.0,2.7,1.1,2.6,2.5,1.3,2.1,4.0,34.0,Hinako Ito and Hiroshi Ueno,bad
420,"Olive oil, extra virgin",Italy,Fats and Oils,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Umami Information Center,bad
421,Onion,Japan,Vegetables,,,,51.0,10.0,58.0,6.0,65.0,114.0,17.0,3.0,7.0,23.0,0.0,4.0,3.0,12.0,13.0,8.0,9.0,37.0,14.0,200.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
422,Onion,,Vegetables,,,,2.5,2.4,34.0,7.0,8.5,66.0,,0.4,2.1,0.5,0.0,0.4,0.7,3.0,3.8,4.8,3.0,4.4,5.9,49.0,Hinako Ito and Hiroshi Ueno,bad
423,"Oyster mushroom, dried",Japan,Mushrooms,0.0,10.0,,314.0,85.0,38.0,91.0,,,46.0,26.0,253.0,36.0,7.0,5.0,21.0,31.0,58.0,41.0,8.0,21.0,13.0,14.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",acceptable
424,Oyster sauce,China,Seasonings and Spices,,,,2670.0,20.0,15.0,5.0,,,80.0,180.0,140.0,10.0,0.0,0.0,5.0,10.0,,5.0,,10.0,5.0,,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",amazing
425,Oyster sauce,Thailand,Seasonings and Spices,,,,900.0,240.0,80.0,120.0,,,160.0,90.0,150.0,80.0,0.0,20.0,50.0,110.0,40.0,100.0,,100.0,50.0,110.0,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",good
426,Pacific cod,Japan Ehime,Fishes and Shellfishes,,,,7.0,1.0,25.0,3.0,,,2.0,27.0,15.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,,33.0,4.0,7.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",bad
427,Pacific flying squid,Japan Ehime,Fishes and Shellfishes,,,,32.0,2.0,22.0,17.0,,,1088.0,413.0,300.0,12.0,1.0,19.0,5.0,13.0,5.0,7.0,,14.0,24.0,209.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",unexceptional
